,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
7115,146600528,1,3,10.17,149.2326,-4.5913,0,"[array([0.99382871, 0.99457514, 0.99517751, ..., 0.99841934, 0.99840456,
       0.99808002]), array([1517.41611661, 1517.43417276, 1517.4480621 , ..., 1541.9754602 ,
       1541.98726559, 1541.99976542])]"
1311,25153404,4,3,10.63,63.1266,-69.3085,0,"[array([0.99894822, 0.99876803, 0.99756974, ..., 1.0058285 , 1.00588346,
       1.00759864]), array([1517.36275608, 1517.375256  , 1517.38706148, ..., 1541.96894177,
       1541.98074731, 1541.9932473 ])]"
7913,150395009,4,2,11.86,96.839,-63.8338,0,"[array([0.9928416 , 0.99067479, 0.98549855, ..., 0.99382049, 0.99533373,
       0.99274814]), array([1517.3641201 , 1517.37662011, 1517.38842567, ..., 1541.97034718,
       1541.98215266, 1541.99465258])]"
10992,238642175,3,4,14.33,122.5854,-50.262,0,"[array([0.95774812, 0.97425121, 0.96136433, ..., 1.0355742 , 1.03082466,
       1.03739619]), array([1517.36585747, 1517.37835762, 1517.39016332, ..., 1541.97220545,
       1541.98401089, 1541.99651077])]"
6329,141334555,4,4,11.54,83.69,-75.427,0,"[array([1.01327658, 1.01308548, 1.00964069, ..., 1.00494885, 1.00723028,
       1.00771534]), array([1517.36574834, 1517.37824844, 1517.38866518, ..., 1541.96948895,
       1541.98129463, 1541.99379475])]"
19275,412899511,2,4,12.08,127.079,-18.6897,0,"[array([1.03662729, 1.03708434, 1.03259695, ..., 1.00164902, 0.99842453,
       0.99890715]), array([1517.69194746, 1517.70305864, 1517.71555871, ..., 1541.97423858,
       1541.9860437 , 1541.99854323])]"
11493,260503412,4,2,11.14,96.4289,-56.492,0,"[array([0.99402398, 0.99466211, 0.99205321, ..., 1.00016713, 0.99996465,
       1.00062287]), array([1517.36468662, 1517.37718654, 1517.38829758, ..., 1541.97067039,
       1541.98247573, 1541.9949755 ])]"
1877,30313007,4,3,12.73,74.2132,-66.5302,0,"[array([1.00874627, 0.98787665, 0.99533868, ..., 1.03763747, 1.03308988,
       1.03375173]), array([1517.36324828, 1517.3757482 , 1517.38755367, ..., 1541.96936564,
       1541.98117113, 1541.99367105])]"
4202,62815493,1,3,8.35,149.1882,-2.289,0,"[array([1.00911987, 1.00823545, 1.00897348, ..., 0.99253452, 0.9918322 ,
       0.99203664]), array([1517.36897334, 1517.38147373, 1517.39327966, ..., 1541.97550719,
       1541.98731257, 1541.99981237])]"
9857,186552463,2,2,8.4,132.9654,-35.3716,0,"[array([0.99670523, 0.99677199, 0.9964487 , ..., 1.00514352, 1.00502741,
       1.00482249]), array([1517.3672352 , 1517.37973544, 1517.39154122, ..., 1541.97362042,
       1541.9854258 , 1541.99792562])]"
2671,38680132,4,3,13.28,65.6781,-61.6326,0,"[array([0.96795779, 0.97787905, 0.9572773 , ..., 0.97923374, 0.97906166,
       0.97627723]), array([1517.35968651, 1517.37288074, 1517.38676939, ..., 1541.96903079,
       1541.98083617, 1541.99333598])]"
6764,142753696,1,1,11.14,137.9792,-3.731,0,"[array([0.98734397, 0.99147505, 0.99065995, ..., 1.00237799, 1.00086641,
       1.00125408]), array([1517.36490488, 1517.38434962, 1517.39268308, ..., 1541.97517193,
       1541.9869771 , 1541.99947669])]"
14897,308307418,3,4,12.94,120.1987,-60.7268,0,"[array([1.04333818, 1.04131436, 1.04117441, ..., 1.00430298, 1.00260162,
       1.00236785]), array([1517.48708013, 1517.50513595, 1517.5183306 , ..., 1541.97136367,
       1541.98316923, 1541.99566924])]"
10430,220414802,4,3,5.11,71.0885,-59.7325,0,"[array([1.00297523, 0.99656582, 0.99602056, ..., 1.0019691 , 1.00512362,
       1.00175166]), array([1517.36348034, 1517.37598012, 1517.38778547, ..., 1541.96930368,
       1541.98110901, 1541.99360878])]"
5668,131032081,3,2,8.94,117.497,-37.3035,0,"[array([0.9956032 , 0.99552995, 0.99509978, ..., 1.00291681, 1.00227189,
       1.00272453]), array([1517.3668572 , 1517.37935721, 1517.39116277, ..., 1541.97279707,
       1541.98460228, 1541.9971019 ])]"
9102,176935006,4,1,8.05,100.4394,-66.9474,0,"[array([0.99889827, 0.99871248, 0.99840462, ..., 1.00260532, 1.00246572,
       1.00268245]), array([1517.36395246, 1517.37645253, 1517.38825815, ..., 1541.97032143,
       1541.98212699, 1541.99462699])]"
1982,31104276,4,3,10.98,76.5287,-68.524,0,"[array([0.98066705, 0.98160535, 0.98082983, ..., 0.99172473, 0.99378556,
       0.99278343]), array([1517.35904565, 1517.3764067 , 1517.38265668, ..., 1541.96942327,
       1541.9812288 , 1541.99372877])]"
7830,150298326,4,2,8.24,95.2497,-64.0563,0,"[array([1.00342453, 1.00178695, 1.00167632, ..., 1.00495148, 1.0046165 ,
       1.00487804]), array([1517.36406   , 1517.37656   , 1517.38836556, ..., 1541.97027491,
       1541.98208039, 1541.99458031])]"
8803,174662454,3,2,5.82,114.9494,-38.2606,0,"[array([0.99889129, 0.99944323, 0.99888694, ..., 1.00090289, 1.00075853,
       1.00082898]), array([1517.3667184 , 1517.37921837, 1517.3910239 , ..., 1541.97260636,
       1541.98441155, 1541.99691116])]"
19319,413248969,2,3,12.7,144.0118,-22.0382,0,"[array([0.96023107, 0.97031176, 0.96424097, ..., 1.00870371, 1.01041222,
       1.00987256]), array([1517.42785973, 1517.44036012, 1517.45424944, ..., 1541.97472671,
       1541.98653214, 1541.99903201])]"
6915,143897699,2,4,12.2,126.3365,-19.3437,0,"[array([1.01113701, 1.00171924, 0.99876475, ..., 1.00249875, 0.99827403,
       0.9983291 ]), array([1517.36689723, 1517.38148062, 1517.39259178, ..., 1541.97417379,
       1541.98597889, 1541.99847842])]"
5769,133146290,3,2,9.47,120.6603,-41.4178,0,"[array([0.99766856, 0.99653655, 0.99566489, ..., 1.00337958, 1.00337636,
       1.00304115]), array([1517.36659256, 1517.37909263, 1517.39089826, ..., 1541.97271058,
       1541.98451588, 1541.99701561])]"
9646,182262993,3,2,9.79,123.1414,-41.2894,0,"[array([0.99563891, 0.99684334, 0.99392772, ..., 1.00013101, 0.99993497,
       0.99969357]), array([1517.36664553, 1517.37914564, 1517.3909513 , ..., 1541.97283166,
       1541.98463699, 1541.99713674])]"
13969,294052871,4,2,12.53,107.1579,-57.649,0,"[array([0.98963696, 0.98450655, 0.97844881, ..., 1.01170087, 1.00793219,
       1.0089035 ]), array([1517.36490174, 1517.37740178, 1517.38920736, ..., 1541.97109878,
       1541.9829042 , 1541.99540406])]"
1232,25063680,4,3,11.49,59.9508,-69.9855,0,"[array([0.96538907, 0.97177941, 0.96869242, ..., 0.98105848, 0.97961587,
       0.98186851]), array([1517.36263107, 1517.375131  , 1517.38693648, ..., 1541.96883866,
       1541.98064422, 1541.99314422])]"
6791,142828960,1,4,9.02,138.8962,-0.6379,0,"[array([0.99480981, 0.99638635, 0.99605197, ..., 0.99598634, 0.99618119,
       0.9960444 ]), array([1517.36916894, 1517.38166913, 1517.39347487, ..., 1541.97526249,
       1541.98706766, 1541.99956724])]"
13535,286675740,3,4,10.14,124.7651,-53.4151,0,"[array([0.99509287, 0.99486357, 0.9998647 , ..., 0.99759561, 0.99824202,
       0.99772155]), array([1517.36212354, 1517.37809601, 1528.92693088, ..., 1541.97205575,
       1541.98386125, 1541.99636119])]"
10442,220421985,4,3,9.1,72.017,-58.7315,0,"[array([0.996158  , 0.99527323, 0.99474299, ..., 1.0011189 , 1.00122309,
       1.00167096]), array([1517.36357198, 1517.37537732, 1517.38996038, ..., 1541.96936128,
       1541.9811666 , 1541.99366635])]"
16493,348839640,4,2,11.9,98.6738,-57.3193,0,"[array([0.98958749, 0.98637456, 0.98759484, ..., 1.00817037, 1.00688934,
       1.00833774]), array([1517.36469366, 1517.37719361, 1517.38899911, ..., 1541.97073884,
       1541.98254421, 1541.99504401])]"
16976,350182638,4,1,7.78,115.7984,-61.9012,0,"[array([0.9982146 , 0.99831802, 0.99676538, ..., 0.99914062, 0.99937606,
       0.99900621]), array([1517.36399539, 1517.37580109, 1517.39038459, ..., 1541.97114493,
       1541.98295049, 1541.99545048])]"
15073,308695033,2,4,7.83,135.3954,-15.1797,0,"[array([0.99624902, 0.99589735, 0.99709988, ..., 1.00067616, 1.00047898,
       1.00087559]), array([1517.37136537, 1517.3880323 , 1517.4005325 , ..., 1541.97475221,
       1541.98655743, 1541.99905707])]"
7371,149391010,4,2,10.49,83.9194,-61.3381,0,"[array([0.9984172 , 0.99545729, 0.99456561, ..., 1.00244379, 1.00293231,
       1.00354695]), array([1517.3638985 , 1517.37570395, 1517.38889827, ..., 1541.96989139,
       1541.98169678, 1541.99419661])]"
378,2019027,2,4,11.75,133.2073,-24.3824,0,"[array([1.00335157, 1.00040913, 0.99137497, ..., 1.00478029, 1.00537241,
       1.00594139]), array([1517.36803467, 1517.38053487, 1517.39234061, ..., 1541.97425716,
       1541.98606243, 1541.99856213])]"
4958,95964406,1,2,13.42,141.3681,-11.8369,0,"[array([0.99767756, 0.98879963, 0.99961448, ..., 1.01227689, 1.01321065,
       1.00623465]), array([1517.36801749, 1517.37982332, 1517.39301808, ..., 1541.97506342,
       1541.98686871, 1541.99936844])]"
1544,25835561,2,2,13.4,145.7299,-31.2252,0,"[array([1.0074507 , 1.00306404, 0.98844028, ..., 0.98726821, 0.99651945,
       0.99388617]), array([1517.36748577, 1517.37998621, 1517.39248664, ..., 1541.97424815,
       1541.98605369, 1541.99855368])]"
7619,149976535,4,2,8.73,90.1949,-62.8716,0,"[array([0.99528611, 1.00013839, 1.00013839, ..., 1.00063181, 1.00026286,
       1.00032961]), array([1517.35844698, 1528.71231722, 1528.71231722, ..., 1541.97011809,
       1541.98192353, 1541.99442341])]"
7825,150281689,3,2,5.36,117.2055,-35.7398,0,"[array([1.00237966, 1.00271094, 1.00229049, ..., 0.99904025, 0.99893928,
       0.99916703]), array([1517.36697112, 1517.37947111, 1517.39127665, ..., 1541.97286851,
       1541.98467368, 1541.99717329])]"
3827,55849446,4,3,9.27,75.7339,-60.6785,0,"[array([0.99036539, 0.98979092, 0.98934555, ..., 1.00162554, 1.00203681,
       1.00152099]), array([1517.36084765, 1517.37404191, 1517.39001391, ..., 1541.96951962,
       1541.98132499, 1541.99382478])]"
19138,409980605,1,2,10.29,145.5438,-13.6962,0,"[array([0.99662107, 0.99390656, 0.99570757, ..., 0.99469578, 0.99538594,
       0.99495536]), array([1517.36856752, 1517.3810679 , 1517.39287382, ..., 1541.97510962,
       1541.98691501, 1541.99941483])]"
19094,409693933,2,4,13.19,126.0042,-14.2877,0,"[array([0.97879112, 0.98822248, 0.97712934, ..., 0.99942541, 1.00458884,
       1.00196326]), array([1517.37758718, 1517.39078164, 1517.40883722, ..., 1541.97434965,
       1541.9861547 , 1541.99865417])]"
8302,167085372,4,1,10.77,95.701,-66.4719,0,"[array([0.99300891, 0.98858386, 0.99016726, ..., 1.00028121, 0.99977416,
       1.00032997]), array([1517.36388179, 1517.37638182, 1517.38818741, ..., 1541.97018155,
       1541.98198707, 1541.99448704])]"
15941,340219153,3,4,10.88,114.0364,-59.7818,0,"[array([0.99515915, 0.99312282, 0.99539596, ..., 0.99954295, 1.00026608,
       1.00155377]), array([1517.36901787, 1517.37596238, 1517.39679591, ..., 1541.97122583,
       1541.98303134, 1541.99553129])]"
4923,95843279,1,1,10.13,136.035,-7.0624,0,"[array([1.00830352, 1.00875568, 1.00926042, ..., 0.99648947, 0.99658853,
       0.99674392]), array([1517.36894987, 1517.38145004, 1517.39325576, ..., 1541.97501997,
       1541.98682513, 1541.99932471])]"
4481,77609566,1,3,8.58,152.8479,-4.2241,0,"[array([1.00059009, 0.99929988, 0.99859858, ..., 0.99336541, 0.99301624,
       0.99270117]), array([1517.36881455, 1517.38131503, 1517.39312103, ..., 1541.97552175,
       1541.98732721, 1541.9998271 ])]"
7226,149059954,4,3,8.49,80.3488,-61.2416,0,"[array([0.99468768, 0.99367034, 0.99367774, ..., 1.0001297 , 1.00020599,
       1.00036919]), array([1517.36377307, 1517.37627292, 1517.38599504, ..., 1541.9697281 ,
       1541.98153348, 1541.9940333 ])]"
9912,187050177,2,2,8.41,134.3331,-32.5663,0,"[array([0.99324375, 0.99391109, 0.99301958, ..., 1.00181878, 1.00200236,
       1.00142765]), array([1517.36745622, 1517.37995647, 1517.39176226, ..., 1541.97384413,
       1541.9856495 , 1541.99814931])]"
13274,281581798,3,4,12.44,115.9393,-60.7385,0,"[array([0.98449838, 0.98166174, 0.98074627, ..., 1.00550342, 1.00622487,
       1.00582016]), array([1517.36410046, 1517.37521169, 1517.39048964, ..., 1541.97122588,
       1541.98303142, 1541.9955314 ])]"
15558,332480461,2,4,13.45,136.2601,-17.1475,0,"[array([1.01275694, 1.04301548, 1.02658308, ..., 0.99835587, 1.00099957,
       0.98986971]), array([1517.36986901, 1517.38098032, 1517.39278608, ..., 1541.9747075 ,
       1541.98651276, 1541.99901244])]"
12013,268336998,3,3,14.06,116.3722,-48.2591,0,"[array([0.98095608, 0.96947026, 0.98709339, ..., 1.02177691, 1.02503824,
       1.03273833]), array([1517.36592646, 1517.37842653, 1517.39023214, ..., 1541.97208055,
       1541.9838859 , 1541.99638568])]"
17912,375035828,4,1,10.43,99.5007,-63.926,0,"[array([0.99363667, 0.9938181 , 0.99345529, ..., 1.00068951, 1.00030327,
       1.00048602]), array([1517.36348613, 1517.37529171, 1517.38848618, ..., 1541.97044449,
       1541.98224999, 1541.99474992])]"
7476,149610758,2,1,13.86,116.326,-31.0212,0,"[array([1.12024033, 1.1036483 , 1.03989458, ..., 0.96534729, 0.97756171,
       0.970631  ]), array([1517.36869773, 1517.38397544, 1517.39439206, ..., 1541.97307786,
       1541.98488296, 1541.99738249])]"
197,1253889,1,1,13.69,137.5287,-12.2962,0,"[array([0.99401814, 0.97877526, 0.96839511, ..., 1.01115179, 1.00048745,
       1.00402248]), array([1517.36871336, 1517.37913021, 1517.39371381, ..., 1541.97491918,
       1541.98672441, 1541.99922407])]"
12852,278863757,4,2,12.06,100.7674,-59.7609,0,"[array([0.96315396, 1.00195681, 1.00195681, ..., 1.00915194, 1.00705934,
       1.00437248]), array([1517.44789005, 1529.00353552, 1529.00353552, ..., 1541.97070997,
       1541.98251539, 1541.99501525])]"
18143,382244461,4,2,10.22,81.9543,-59.3533,0,"[array([0.99331355, 0.99447858, 0.99608821, ..., 1.00203824, 1.00182891,
       1.00178635]), array([1517.36395297, 1517.37645281, 1517.38825821, ..., 1541.96985165,
       1541.98165699, 1541.99415677])]"
6663,142050046,4,4,8.09,97.312,-73.5895,0,"[array([0.99974102, 0.99986035, 0.99786031, ..., 1.00359416, 1.00371718,
       1.00382674]), array([1517.36334936, 1517.37584948, 1517.38765516, ..., 1541.96989472,
       1541.98170039, 1541.99420051])]"
6553,141809359,4,4,11.26,92.6428,-73.7866,0,"[array([0.99841017, 0.99590898, 0.99502456, ..., 0.99959826, 0.99892735,
       0.99817753]), array([1517.36186346, 1517.37366911, 1517.38547477, ..., 1541.96976838,
       1541.98157404, 1541.99407415])]"
15278,310198518,3,4,4.9,127.628,-63.0819,0,"[array([0.98972499, 0.98932105, 0.98936331, ..., 1.06224322, 1.06236923,
       1.06235993]), array([1517.36469779, 1517.37719805, 1517.38900385, ..., 1541.97138248,
       1541.98318814, 1541.99568824])]"
18573,389922104,4,4,11.34,87.838,-70.3455,0,"[array([0.98533309, 0.98288453, 0.98174405, ..., 0.99768972, 0.99647588,
       0.99728751]), array([1517.36340201, 1517.3752076 , 1517.38701319, ..., 1541.96976121,
       1541.98156679, 1541.99406682])]"
6779,142790571,1,1,9.56,138.5664,-4.5033,0,"[array([1.01188016, 1.00905931, 1.0097605 , ..., 0.99309194, 0.99249166,
       0.99289316]), array([1517.37459704, 1517.38709725, 1517.39820854, ..., 1541.97517645,
       1541.98698163, 1541.99948124])]"
16647,349153143,4,1,8.44,108.3301,-60.0583,0,"[array([0.9993552 , 0.99842006, 0.99741203, ..., 1.00240016, 1.00232708,
       1.00222421]), array([1517.36471826, 1517.37721832, 1517.38902394, ..., 1541.971001  ,
       1541.98280647, 1541.99530638])]"
13234,281272431,1,4,11.29,140.8941,-2.5645,0,"[array([1.00307548, 1.00088048, 1.00412321, ..., 0.98865247, 0.98850238,
       0.98868811]), array([1517.36909378, 1517.38159402, 1517.3933998 , ..., 1541.97529554,
       1541.98710075, 1541.99960039])]"
756,13831419,1,1,10.83,134.1885,-9.5995,0,"[array([0.99284405, 0.99431151, 0.99620992, ..., 1.00052786, 1.00087035,
       0.99911833]), array([1517.409813  , 1517.41953534, 1517.43203549, ..., 1541.97487419,
       1541.98667934, 1541.9991789 ])]"
3789,55745962,4,3,10.58,74.7534,-61.7139,0,"[array([1.01543021, 1.015082  , 1.01507187, ..., 1.00533342, 1.00468862,
       1.00500417]), array([1517.80935644, 1517.82880064, 1517.83782831, ..., 1541.96945673,
       1541.98126212, 1541.99376193])]"
5116,101398067,1,2,12.53,148.822,-18.1576,0,"[array([0.96110886, 0.9694429 , 1.000244  , ..., 1.01214373, 1.01564014,
       1.01386309]), array([1517.36271247, 1517.3779908 , 1528.68298301, ..., 1541.97499435,
       1541.98679984, 1541.99929977])]"
18517,389363695,4,4,12.59,85.5376,-69.2167,0,"[array([0.98153234, 0.97542095, 0.97653621, ..., 0.98579562, 0.98573017,
       0.98651892]), array([1517.3634225 , 1517.37592251, 1517.38772807, ..., 1541.9697225 ,
       1541.98152805, 1541.99402805])]"
8967,176440339,2,4,12.69,131.7652,-23.8256,0,"[array([0.99710989, 0.99874544, 0.99253702, ..., 0.99797082, 0.99968642,
       1.00010812]), array([1517.36875865, 1517.38125882, 1517.39306453, ..., 1541.97422528,
       1541.98603053, 1541.99853019])]"
18942,405394992,2,4,9.72,128.8874,-13.7844,0,"[array([1.00142121, 1.00063944, 1.00206554, ..., 0.99762213, 0.99800348,
       0.99853349]), array([1517.36862323, 1517.38112329, 1517.39292891, ..., 1541.97451487,
       1541.98631997, 1541.99881948])]"
17119,350520509,4,2,9.61,86.278,-59.5566,0,"[array([0.99628419, 0.99760622, 0.9959839 , ..., 1.00642037, 1.00566494,
       1.00559938]), array([1517.36410401, 1517.37660389, 1517.38840933, ..., 1541.97005669,
       1541.98186205, 1541.99436184])]"
1227,25059531,2,2,13.46,142.9038,-31.2502,0,"[array([1.01899338, 1.02293527, 1.02284622, ..., 1.15822244, 1.15547633,
       1.15733409]), array([1517.36751877, 1517.38001916, 1517.39182508, ..., 1541.97418335,
       1541.98598885, 1541.99848879])]"
3659,55517074,2,1,7.6,126.0243,-34.9679,0,"[array([0.99690157, 0.99736434, 0.99781001, ..., 1.00278068, 1.0021435 ,
       1.0020119 ]), array([1517.36720855, 1517.37970868, 1517.39151435, ..., 1541.9733628 ,
       1541.98516808, 1541.99766779])]"
8682,173141301,3,2,14.24,111.239,-38.388,0,"[array([0.95952576, 0.98523456, 0.97741866, ..., 1.00900388, 1.00098085,
       1.00472653]), array([1517.36660182, 1517.37840729, 1517.38951833, ..., 1541.97239003,
       1541.98419518, 1541.99669475])]"
8890,175318341,1,3,8.74,152.1979,-0.8759,0,"[array([0.99932235, 0.99951088, 0.99874425, ..., 0.99402094, 0.99338424,
       0.99408579]), array([1517.36894323, 1517.38144367, 1517.39324964, ..., 1541.97557839,
       1541.98738381, 1541.99988367])]"
10220,192165470,2,2,7.23,137.154,-38.784,0,"[array([1.00427055, 1.00165379, 1.00170398, ..., 1.00532341, 1.00737333,
       1.00602436]), array([1517.36696293, 1517.37946324, 1517.39126909, ..., 1541.97353201,
       1541.98533749, 1541.99783741])]"
14403,300293197,4,1,9.45,110.2797,-68.5783,1,"[array([0.99230665, 0.99194491, 0.99177295, ..., 0.99858987, 0.99896485,
       0.99927604]), array([1517.36398969, 1517.37648984, 1517.38829554, ..., 1541.97052446,
       1541.98233009, 1541.99483016])]"
10864,238067417,3,3,9.59,104.3107,-52.0997,0,"[array([0.98192525, 0.9802683 , 0.98026472, ..., 1.00111532, 1.00098324,
       1.00082219]), array([1517.36528672, 1517.37778667, 1517.38959218, ..., 1541.97127493,
       1541.98308024, 1541.99557998])]"
1028,20087669,1,1,8.36,137.3168,-10.3134,0,"[array([0.98437637, 0.98438191, 0.98437858, ..., 0.98176235, 0.98141521,
       0.98182994]), array([1517.36880753, 1517.38130774, 1517.39311349, ..., 1541.97497611,
       1541.98678132, 1541.99928096])]"
4431,77483199,1,4,9.68,141.8012,-2.8562,0,"[array([0.99684465, 0.99574292, 0.99521703, ..., 0.99794734, 0.99823689,
       0.99840921]), array([1517.36490865, 1517.38157566, 1517.39407592, ..., 1541.97531806,
       1541.9871233 , 1541.99962296])]"
